,Author,Author,Fork,Fork
Sudden rise in COVID-19 case fatality among young and middle-aged adults in the south of Brazil after identification of the novel B. 1.1. 28.1 (P. 1) SARS-CoV-2 strain â€¦,1,0,0,1
"Summary of specific safety evaluations in clinical studies of fingolimod in multiple sclerosis: cardiovascular, ophthalmic, hepatic events and relationship between lymphocyte ‚Ä¶",1,0,1,0
Superficial anatomy of the neonatal cerebrum‚Äîan ultrasonographic roadmap,0,1,0,1
Superficial fibular nerve variations of fascial piercing: A metaâ€analysis and clinical consideration,1,0,0,1
Support for tobacco control policies: how congruent are the attitudes of legislators and the public?,0.75,0.25,1,0
Surgical anatomy of sigmoid arteries: a systematic review and meta-analysis,0.25,0.75,0,1
Surgical anatomy of the accessory middle colic artery: a metaâ€analysis with implications for splenic flexure cancer surgery,0.25,0.75,0,1
Surgical anatomy of the external branch of the superior laryngeal nerve: a systematic review and meta-analysis,0.428571429,0.571428571,0,1
Surgical anatomy of the sciatic nerve and its relationship to the piriformis muscle with a description of a rare variant,1,0,0,1
Surgical anatomy of the sciatic nerve: A metaâ€analysis,0.333333333,0.666666667,0,1
Surgical technique and recipient selection significantly reduce ischemic cholangiopathy after donation after cardiac death liver transplantation,0.25,0.75,0,1
Surgical treatment of complex enterocutaneous fistulas in IBD patients using human acellular dermal matrix,0,1,0,1
Surgical treatment of hepatocellular carcinoma,0,1,0,1
Survey and Evaluation of Hypertension Machine Learning Research,0.55,0.45,0,1
Survey on the current state of endotracheal intubation among the critically ill: HEMAIR investigators,0.333333333,0.666666667,0,1
Surviving ARDS: A Case of Recurrent ‚ÄúIllicit Drug-Induced‚Äù ARDS,0,1,0,1
Symptomatology associated with the diffusion of the SARS-CoV-2 Lambda variant in Peru: An infodemiologic analysis,1,0,0,1
Symptomatology associated with the diffusion of the SARS-CoV-2 Lambda variant in Peru: An infodemiologic analysis (preprint),1,0,0,1
Systematic review and meta-analysis of the anatomic variants of the saphenofemoral junction,0,1,0,1
Systematic review and metaâ€analysis of the anatomical variants of the left colic artery,0.875,0.125,0,1
Systematic review of diagnostic accuracy of DiaSorin Liaison SARS-CoV-2 antigen immunoassay,0.333333333,0.666666667,0,1
Systematic reviews versus narrative reviews in clinical anatomy: Methodological approaches in the era of evidenceâ€based anatomy,0,1,0,1
"THE DEINDUSTRIALIZATION OF AMERICA-PLANT CLOSINGS, COMMUNITY ABANDONMENT, AND THE DISMANTLING OF BASIC INDUSTRY-BLUESTONE, B, HARRISON, B",1,0,1,0
"THE EPIDEMIOLOGY OF ACUTE RESPIRATORY FAILURE IN OLMSTED COUNTY, MINNESOTA",0.333333333,0.666666667,0,1
THE IMPACT OF UNKNOWN DIABETES IN THE ICU,0.5,0.5,0,1
"THE INCIDENCE AND OUTCOME OF DRUG INDUCED ACUTE LUNG INJURY IN OLMSTED COUNTY, MINNESOTA: A POPULATION BASED STUDY.",0.333333333,0.666666667,0,1
THE INFLUENCE OF ASTHMA STATUS ON THE DEVELOPMENT OF ACUTE LUNG INJURY (ALI) IN PATIENTS AT RISK,0.222222222,0.777777778,0,1
THE NOVEL IMMUNOPHILIN-BINDING AGENT SANGLIFEHRIN A BLOCKS KEY DENDRITIC CELL FUNCTIONS IN VIVO AND EXHIBITS SYNERGY WITH CYCLOSPORINE A.,0.222222222,0.777777778,0,1
THE SAFETY OF ULTRASOUND-GUIDED THORACENTESIS IN PATIENTS ON NOVEL ORAL ANTICOAGULANTS,0.285714286,0.714285714,0,1
THE UTILITY OF INVASIVE DIAGNOSTIC PROCEDURES IN PATIENTS WITH LYMPHOMA WHO DEVELOP PULMONARY-INFILTRATES,1,0,1,0
THU0381 Tocilizumab (TCZ) in the Treatment of AA Amyloidosis in Patients with Familial Mediterranean Fever,0.4,0.6,0,1
TRANSFUSION AS A RISK FACTOR FOR HOSPITAL-ACQUIRED ACUTE RESPIRATORY DISTRESS SYNDROME (ARDS) IN OLMSTED COUNTY MINNESOTA,0.666666667,0.333333333,0,1
Targeting endotoxin in the treatment of sepsis,0,1,0,1
Targeting the Restricted Alpha Subunit Repertoire of Airway Smooth Muscle GABAA Receptors Promotes Airway Smooth Muscle Relaxation,0.5,0.5,0,1
Targeting the restricted Î±-subunit repertoire of airway smooth muscle GABAA receptors augments airway smooth muscle relaxation,0.6,0.4,0,1
Telehealth Combined with Differentiated ART Delivery Improves ART Pick Up during COVID 19 at a Large HIV Treatment Facility in Trinidad and Tobago,1,0,1,0
Telemedicine in management of genitourinary malignancies: patient and physician perspectives,0,1,0,1
Telemedicine/virtual ICU: where are we and where are we going?,0.6,0.4,1,0
Teleneurology as a tool to overcome disparities for access to multiple sclerosis care,1,0,1,0
Temporal Trends in Portopulmonary Hypertension Model for End-stage Liver Disease Exceptions and Outcomes,0,1,0,1
Thanks to Reviewers and Sources of Submissions,0.428571429,0.571428571,1,0
"The 2013 Clinical Course Descriptors for Multiple Sclerosis A Clarification (vol 94, pg 1088, 2020)",1,0,1,0
The ARREST Pneumonia Clinical Trial. Rationale and Design,0.5,0.5,0,1
The Achilles tendon and the retrocalcaneal bursa AN ANAT OMICAL AND RADIOLOGICAL STUDY,1,0,0,1
The Achilles tendon and the retrocalcaneal bursa: An anatomical and radiological study,1,0,0,1
"The Achilles tendon and the retrocalcaneal bursa: An anatomical and radiological study (vol 6, pg 446, 2017)",1,0,0,1
The Anastomoses of the recurrent laryngeal nerve in the larynx: a meta-analysis and systematic review,0.75,0.25,0,1
The Association of Latitude and Altitude with COVID-19 Symptoms: A VIRUS: COVID-19 Registry Analysis,0.2,0.8,0,1
The Aurora Kinase A Polymorphism Rs1468055 is Associated with Overall Survival in Prostate Cancer Patients,1,0,0,1
The Aurora Kinase A polymorphisms are not associated with recurrencefree survival in prostate cancer patients,0.4,0.6,0,1
The Author's Reply,0,1,1,0
The Burden of Allergy on Quality of Life and Psychological Wellbeing in Children,0.777777778,0.222222222,1,0
The Development of De Novo Donor Specific Antibodies is Associated With Higher Rejection Risk After Heart Transplantation,0,1,0,1
"The Diagnostic Yield, Safety, And Impact Of Flexible Bronchoscopy In Non-Hiv Immunocompromised Critically Ill Patients In The Intensive Care Unit",1,0,0,1
The EGFR polymorphism rs884419 is associated with freedom from recurrence in patients with resected prostate cancer,0.545454545,0.454545455,0,1
The Early 1990s Cigarette Price Decrease and Trends in Youth Smoking in Ontario: Where Are We At?,1,0,1,0
The Effect Of Hospital Exposures On Development Of Acute Lung Injury: A Population Based Matched Case-Control Study,0.166666667,0.833333333,0,1
The Fate of Exploding Carbon-Oxygen Chandrasekhar-Mass White Dwarfs: The Production of Stable Iron-Peak Elements in the Type Ia Supernova Remnant 3C 397,0,1,0,1
The Foundation for a Smoke-Free World‚Äìeven less independent from its tobacco company funder,0.428571429,0.571428571,1,0
The HIV Treatment Cascade among Men who have sex with Men attending a large HIV Clinic in Trinidad,1,0,1,0
"The Human Central Canal of the Spinal Cord: A Comprehensive Review of its Anatomy, Embryology, Molecular Development, Variants, and Pathology",0.5,0.5,0,1
The IKMC web portal: a central point of entry to data and resources from the International Knockout Mouse Consortium,0.222222222,0.777777778,0,1
The Impact Of Acute Respiratory Distress Syndrome (ards) On Short And Long-Term Survival-A Population-Based Nested Case-Control Study,0.25,0.75,0,1
The Impact Of Red Blood Cell Storage Duration On Short-Term Pulmonary Function And Immunologic Status In Mechanically Ventilated Patients,0.25,0.75,0,1
The Impact of Asthma and Metabolic Syndrome in COVID-19: An Analysis of the Virus COVID-19 Registry,1,0,0,1
The Impact of Donor Specific Antibody in Liver Transplantation,0.5,0.5,0,1
The Impact of Steroids on Outcomes of Children Admitted to the Hospital with Non Misc Covid19: An Analysis from the Sccm Discovery Network Virus Registry,1,0,0,1
The Influence of Aging on the Regenerative Potential of Human Adipose Derived Mesenchymal Stem Cells,0.666666667,0.333333333,0,1
"The International Mouse Phenotyping Consortium Web Portal, a unified point of access for knockout mice and related phenotyping data",0.25,0.75,0,1
The Jossey-Bass Business & Management Series. Measuring and Analyzing Behavior in Organizations: Advances in Measurement and Data Analysis,1,0,1,0
"The MMP-7 polymorphism, rs10895304, is associated with increased local recurrence risk in clinically localized prostate cancer patients",0.2,0.8,0,1
The Mutational Signature Profile of Known and Suspected Human Carcinogens in Mice.,1,0,0,1
The Non-Recurrent Laryngeal Nerve: a meta-analysis and clinical considerations,0.666666667,0.333333333,0,1
The Otter Annotation System,0.666666667,0.333333333,0,1
The Outcome Of Patients With Acute Respiratory Distress Syndrome: Validation Of The Berlin Definition,0.2,0.8,0,1
The Predictive Value of Serum ACE2 and TMPRSS2 Concentrations in Patients with COVID-19â€”A Prospective Pilot Study,0.4,0.6,0,1
The Priority Group Index,0,1,1,0
The Reliability of the Tracheoesophageal Groove and the Ligament of Berry as Landmarks for Identifying the Recurrent Laryngeal Nerve: A Cadaveric Study and Meta-Analysis,0.666666667,0.333333333,0,1
The Risk Factors of Myocardial Infraction after Aortic Valve Replacement: A Systematic Review and Meta-Analysis,1,0,0,1
The Role of Preoperative Magnetic Resonance Cholangiopancreatography/Endoscopic Retrograde Cholangiopancreatography in the Setting of Mildly Elevated Liver Enzymes Prior to ‚Ä¶,0.333333333,0.666666667,0,1
The Role of the Volunteer Across the Critical Care Recovery Arc,1,0,1,0
The Subject Index for Volume 44 will appear in the December 1978 issue as part of a cumulative index for the year 1978.,0.823529412,0.176470588,1,0
The Surgical Anatomy of the Sural Nerve: An Ultrasound Study,0.6,0.4,0,1
The Vaping and Patterns of e-Cigarette Use Research Study: Protocol for a Web-Based Cohort Study,0.5,0.5,1,0
The Variable Emergence of the Infrapatellar Branch of the Saphenous Nerve.,1,0,0,1
The Vascular Microarchitecture of the Human Fetal Pancreas: A Corrosion Casting and Scanning Electron Microscopy Study,0.333333333,0.666666667,0,1
The World Health Organization's MPOWER framework and international human rights treaties: An opportunity to promote global tobacco control,1,0,1,0
The absence of the common hepatic artery and its implications for surgical practice: Results of a systematic review and meta-analysis,0.25,0.75,0,1
The anti-inflammatory cytokine response characterized by elevated interleukin-10 is a stronger predictor of severe disease and poor outcomes than the pro-inflammatory cytokine â€¦,0.4,0.6,0,1
The association between taxation increases and changes in alcohol consumption and traffic fatalities in Thailand,0,1,1,0
The association between viewing cigarette health warning labels and intention to quit smoking among Chinese adult smokers: support for including health outcome content and ‚Ä¶,1,0,1,0
The association of e-cigarette use with exposure to nickel and chromium: A preliminary study of non-invasive biomarkers,0.714285714,0.285714286,1,0
The association of older age and development of ARDS in critically ill patients,0,1,0,1
The battle to increase tobacco taxes: lessons from Philippines and Ukraine,0.5,0.5,1,0
The benefits of heparin use in COVID-19: pleiotropic antiviral activity beyond anticoagulant and anti-inflammatory properties,1,0,0,1
The breakdown of breathers in the Fermi-Pasta-Ulam-Tsingou system,0,1,0,1
"The bridging bronchus: A comprehensive review of a rare, potentially lifeâ€threatening congenital airway anomaly associated with cardiovascular defects",0.25,0.75,0,1
The capsule trap-how tobacco companies communicate about flavor capsules in cigarette filters on the pack,0.5,0.5,1,0
The complicated relationships of heparinâ€induced thrombocytopenia and platelet factor 4 antibodies with COVIDâ€19,1,0,0,1
The coronavirus disease 2019 pandemic impacts burnout syndrome differently among multiprofessional critical care clinicians‚Äîa longitudinal survey study,0.5,0.5,0,1
The current state of intermittent intraoperative neural monitoring for prevention of recurrent laryngeal nerve injury during thyroidectomy: a PRISMA-compliant systematic review â€¦,0.333333333,0.666666667,0,1
The death rate for COVID-19 is positively associated with gross domestic products,1,0,0,1
The differential diagnosis and clues to misdiagnosis,1,0,1,0
The effect of MPOWER on smoking prevalence,0.25,0.75,1,0
The effect of smoking on the relationship between alcohol consumption and all-cause mortality in Canadian women,0.5,0.5,1,0
"The effect of the 1994 cigarette tax decrease on youth smoking in Ontario, Canada",1,0,1,0
The effectiveness of cigarette pack health warning labels with religious messages in an urban setting in Indonesia: A cross-sectional study,0.333333333,0.666666667,1,0
The effects of an experimental JCV antibody test on natalizumab prescribing practices in a tertiary MS centre,1,0,1,0
The efficacy of mobile phone-based text message interventions (‚ÄòHappy Quit‚Äô) for smoking cessation in China,0.444444444,0.555555556,1,0
The ethics of accepting tobacco industry funding,1,0,1,0
The evidence-based surgical anatomy of the popliteal artery and the variations in its branching patterns,0.5,0.5,0,1
